id,organisation_name,channel_name,address,block_number,street_name,building_name,postcode,latitude,longitude,operating_hours,contact,website,categories_accepted,type,remarks,channel_of_reuse,
242,ALBA E-waste Smart Recycling Pte Ltd,Cash Converters @ 135 Jurong Gateway Road,"135 Jurong Gateway Road, Buyer's Office, Singapore 600135",135,Jurong Gateway Road,Buyer's Office,600135,1.33385165809403,103.739826358818,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
243,ALBA E-waste Smart Recycling Pte Ltd,Challenger @ Jem,"50 Jurong Gateway Road, Jem, #04-01, In-Store, Singapore 608549",50,Jurong Gateway Road,"Jem, #04-01, In-Store",608549,1.33255232950690,103.743262234833,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
244,ALBA E-waste Smart Recycling Pte Ltd,Courts @ Jem,"50 Jurong Gateway Road, Jem, #04-30, Main Entrance, Singapore 608549",50,Jurong Gateway Road,"Jem, #04-30, Main Entrance",608549,1.33255232950690,103.743262234833,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
245,ALBA E-waste Smart Recycling Pte Ltd,Sheng Siong @ 7 Jurong West,"7 Jurong West Ave 5, #01-01 , Singapore 649486",7,Jurong West Ave 5,"7 Jurong West Ave 5, #01-01",649486,1.34878489718303,103.703415655017,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
246,ALBA E-waste Smart Recycling Pte Ltd,Courts @ Jurong Point,"1 Jurong West Central, Jurong Point, #02-05, Main Entrance, Singapore 648886",1,Jurong West Central,"Jurong Point, #02-05, Main Entrance",648886,1.33945200436319,103.706685012654,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
247,ALBA E-waste Smart Recycling Pte Ltd,Harvey Norman @ Jurong Point,"1 Jurong West Central 2, Jurong Point, #03-37, In-Store, Singapore 648886",1,Jurong West Central 2,"Jurong Point, #03-37, In-Store",648886,1.33945200436319,103.706685012654,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
248,ALBA E-waste Smart Recycling Pte Ltd,Popular Singapore @ Jurong Point,"1 Jurong West Central 2, Jurong Point, #B1-41, Singapore 648886",1,Jurong West Central 2,"Jurong Point, #B1-41",648886,1.33945200436319,103.706685012654,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
249,ALBA E-waste Smart Recycling Pte Ltd,Challenger @ Jurong Point,"1 Jurong West Central 2, Jurong Point, #B1-94, In-Store, Singapore 648886",1,Jurong West Central 2,"Jurong Point, #B1-94, In-Store",648886,1.33945200436319,103.706685012654,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
250,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ Jurong Point,"63 Jurong West Central 3, Jurong Point, #03-01, Cashier Area, Singapore 648331",63,Jurong West Central 3,"Jurong Point, #03-01, Cashier Area",648331,1.33931504032005,103.705350996191,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
251,ALBA E-waste Smart Recycling Pte Ltd,Best Denki @ Jurong Point,"63 Jurong West Central 3, Jurong Point, #B1-92, In-Store, Singapore 648331",63,Jurong West Central 3,"Jurong Point, #B1-92, In-Store",648331,1.33931504032005,103.705350996191,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
252,ALBA E-waste Smart Recycling Pte Ltd,Sheng Siong @ 544 Jurong West,"544 Jurong West St 42, #01-97 , Singapore 640544",544,Jurong West St 42,"544 Jurong West St 42, #01-97",640544,1.35239358298744,103.715759505910,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
253,ALBA E-waste Smart Recycling Pte Ltd,Pioneer Zone 12 RN,"653A Jurong West St 61, Pioneer Zone 12 RN, #01-422, Void Deck, Singapore 641653",653A,Jurong West St 61,"Pioneer Zone 12 RN, #01-422, Void Deck",641653,1.33689137685740,103.696638809163,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
254,ALBA E-waste Smart Recycling Pte Ltd,Pioneer Zone 9 RN,"602 Jurong West St 65, Void Deck, Singapore 640602",602,Jurong West St 65,"Pioneer Zone 9 RN, Void Deck",640602,1.33925339751499,103.700219197809,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
255,ALBA E-waste Smart Recycling Pte Ltd,Westwood Primary School,"1 Jurong West St 71, Security Guard Post, Singapore 642648",1,Jurong West St 71,"Westwood Primary School, Security Guard Post",642648,1.33838769178680,103.698192617992,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
256,ALBA E-waste Smart Recycling Pte Ltd,Jurong Spring CC,"8 Jurong West Street 52, Jurong Spring CC, Lobby, Singapore 649296",8,Jurong West Street 52,"Jurong Spring CC, Lobby",649296,1.34833016937052,103.718178976162,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
257,ALBA E-waste Smart Recycling Pte Ltd,Giant @ Pioneer Mall,"638 Jurong West Street 61, #03-01, Singapore 640638",638,Jurong West Street 61,"Pioneer Mall, #03-01",640638,1.34167331883255,103.697244542805,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
258,ALBA E-waste Smart Recycling Pte Ltd,Pioneer Mall,"638 Jurong West Street 61, Pioneer Mall, Main Lobby Near Macdonalds, Singapore 640638",638,Jurong West Street 61,"Pioneer Mall, Main Lobby Near Macdonalds",640638,1.34167331883255,103.697244542805,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
259,ALBA E-waste Smart Recycling Pte Ltd,Boon Lay Zone F RN,"674A Jurong West Street 65, #01-66, Void Deck, Singapore 641674",674A,Jurong West Street 65,"674A, Jurong West Street 65, #01-66, Void Deck",641674,1.34446133704193,103.702315277328,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
260,ALBA E-waste Smart Recycling Pte Ltd,Gek Poh Shopping Centre,"762 Jurong West Street 75, Gek Poh Shopping Centre, Prime Supermarket Entrance, Singapore 640762",762,Jurong West Street 75,"Gek Poh Shopping Centre, Prime Supermarket Entrance",640762,1.34874164662880,103.697739629738,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
261,ALBA E-waste Smart Recycling Pte Ltd,Cold Storage @ Aperia,"12 Kallang Ave, Aperia, #01-47 , Singapore 339511",12,Kallang Ave,"Aperia, #01-47",339511,1.30971120650770,103.864326436447,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
262,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ 71 Kallang Bahru,"71 Kallang Bahru, #01-529/#02-531, Singapore 330071",71,Kallang Bahru,"71 Kallang Bahru, #01-529/#02-531",330071,1.32091158742368,103.870389993875,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
263,ALBA E-waste Smart Recycling Pte Ltd,Mr. DIY @ Kallang Bahru,"71 Kallang Bahru, #01-531, Singapore 330071",71,Kallang Bahru,"71 Kallang Bahru, #01-531",330071,1.32091158742368,103.870389993875,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
264,ALBA E-waste Smart Recycling Pte Ltd,Brickland Mirage Quad RN,"816B Keat Hong Link, #01-67, Singapore 682816",816B,Keat Hong Link,"816B Keat Hong Link, #01-67",682816,1.37604113515339,103.748460043787,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
265,ALBA E-waste Smart Recycling Pte Ltd,Kent Ridge Campus,"12 Kent Ridge Cres, Kent Ridge Campus, Central Library Forum Space, Level 1, Singapore 119275",12,Kent Ridge Cres,"Kent Ridge Campus, Central Library Forum Space, Level 1",119275,1.29672886913489,103.773151754394,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
266,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ Orchard Grand Court,"131 Killiney Rd, Orchard Grand Court, #01-01/02/03, Singapore 239571",131,Killiney Rd,"Orchard Grand Court, #01-01/02/03",239571,1.29727531417916,103.838533924757,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
267,ALBA E-waste Smart Recycling Pte Ltd,Giant @ 260 Kim Keat Avenue,"260 Kim Keat Avenue, #01-01, Singapore 310260",260,Kim Keat Avenue,"260 Kim Keat Avenue, #01-01",310260,1.33199962341700,103.857378530285,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
268,ALBA E-waste Smart Recycling Pte Ltd,Best Denki @ Great World City,"1 Kim Seng Promenade, Great World City, #07-01 , Singapore 237994",1,Kim Seng Promenade,"Great World City, #07-01",237994,1.29380235105066,103.831757911057,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
269,ALBA E-waste Smart Recycling Pte Ltd,Cold Storage @ Great World City,"1 Kim Seng Promenade, Great World City, #B1-18 , Singapore 237994",1,Kim Seng Promenade,"Great World City, #B1-18",237994,1.29380235105066,103.831757911057,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
270,ALBA E-waste Smart Recycling Pte Ltd,Decathlon @ City Square Mall,"180 Kitchener Rd, City Square Mall, #02-03, Singapore 208539",180,Kitchener Rd,"City Square Mall, #02-03",208539,1.31138271856630,103.856626855768,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
271,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ City Square Mall,"180 Kitchener Rd, City Square Mall, #B1-09/10, Singapore 208539",180,Kitchener Rd,"City Square Mall, #B1-09/10",208539,1.31138271856630,103.856626855768,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
272,ALBA E-waste Smart Recycling Pte Ltd,City Square Mall @ 180 Kitchener Road,"180 Kitchener Road, Level 2 Customer Service Counter, Singapore 208539",180,Kitchener Road,"180 Kitchener Road, Level 2 Customer Service Counter",208539,1.31138271856630,103.856626855768,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
273,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ 20 Lengkok Bahru,"20 Lengkok Bahru, #01-13, Singapore 159053",20,Lengkok Bahru,"20 Lengkok Bahru, #01-13",159053,1.28678542424641,103.814674234674,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
274,ALBA E-waste Smart Recycling Pte Ltd,Leng Kee CC,"400 Lengkok Bahru, Singapore 159049",400,Lengkok Bahru,Leng Kee CC,159049,1.28955908951314,103.814664108896,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
275,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ 500 Lor 6 Toa Payoh,"500 Lor 6 Toa Payoh, #B1-32/#01-33, Singapore 310500",500,Lor 6 Toa Payoh,"500 Lor 6 Toa Payoh, #B1-32/#01-33",310500,1.33285542884681,103.847092284316,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
276,ALBA E-waste Smart Recycling Pte Ltd,Toa Payoh West CC,"200 Lorong 2 Toa Payoh, Side Of Building, Singapore 319642",200,Lorong 2 Toa Payoh,"Toa Payoh West CC, Side Of Building",319642,1.33538271328062,103.844830867070,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
277,ALBA E-waste Smart Recycling Pte Ltd,Toa Payoh View RC,"122 Lorong 2 Toa Payoh View RC, Reading Corner, Singapore 310122",122,Lorong 2 Toa Payoh View RC,"Toa Payoh View RC, Reading Corner",310122,1.33980523961553,103.846281196306,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
278,ALBA E-waste Smart Recycling Pte Ltd,Toa Payoh East CC,"160 Lorong 6 Toa Payoh, Main Entrance, Singapore 319380",160,Lorong 6 Toa Payoh,"Toa Payoh East CC, Main Entrance",319380,1.33631536496443,103.854848437202,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
279,ALBA E-waste Smart Recycling Pte Ltd,Sheng Siong @ 4 Lor 7 Toa Payoh,"4 Lorong 7 Toa Payoh, #01-107, Singapore 310004",4,Lorong 7 Toa Payoh,"4 Lorong 7 Toa Payoh, #01-107",310004,1.33904479783226,103.855541063360,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
280,ALBA E-waste Smart Recycling Pte Ltd,Toa Payoh South CC,"1999 Lorong 8 Toa Payoh, Main Entrance, Singapore 319258",1999,Lorong 8 Toa Payoh,"Toa Payoh South CC, Main Entrance",319258,1.33489037473653,103.859378974667,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
281,ALBA E-waste Smart Recycling Pte Ltd,Braddell Heights Zone B RC,"2A Lorong Lew Lian, Multi Storey Carpark, Level 1, Singapore 532002",2A,Lorong Lew Lian,"Braddell Heights Zone B RC, Multi Storey Carpark, Level 1",532002,1.34991123915575,103.875800322679,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
282,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ 80 Lorong Limau,"80 Lorong Limau, #01-19, Singapore 320080",80,Lorong Limau,"80 Lorong Limau, #01-19",320080,1.32372053147273,103.855749473454,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
283,ALBA E-waste Smart Recycling Pte Ltd,HDB Hub,"6 Lorong Toa Payoh, HDB Hub, Opposite Old Chang Kee, Singapore 310480",6,Lorong Toa Payoh,"HDB Hub, Opposite Old Chang Kee",310480,1.33214112816226,103.848326046218,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
284,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ NUH Medical Centre,"1 Lower Kent Ridge Rd, NUH Medical Centre, #02-16 , Singapore 119082",1,Lower Kent Ridge Rd,"NUH Medical Centre, #02-16",119082,1.29351287719230,103.784685581100,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
285,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ Serangoon Garden Village,"1 Maju Ave, Serangoon Garden Village, #B1-11 , Singapore 556679",1,Maju Ave,"Serangoon Garden Village, #B1-11",556679,1.36528060572890,103.865101220515,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
286,ALBA E-waste Smart Recycling Pte Ltd,Marina Bay Financial Centre Tower 3,"12 Marina Boulevard, Drop-Off Driveway, Singapore 18982",12,Marina Boulevard,"Marina Bay Financial Centre Tower 3, Drop-Off Driveway",18982,-1.00000000000000,-1.000000000000,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
287,ALBA E-waste Smart Recycling Pte Ltd,Marina Bay Link Mall,"8A Marina Boulevard, #B2-10, Near 7-11, Singapore 18984",8A,Marina Boulevard,"Marina Bay Link Mall, #B2-10, Near 7-11",18984,1.30048902647465,103.859060359055,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
288,ALBA E-waste Smart Recycling Pte Ltd,Cold Storage / Jasons @ Marina Bay Link Mall,"8A Marina Boulevard, #B2-44, Singapore 18984",8A,Marina Boulevard,"Marina Bay Link Mall, #B2-44",18984,1.30048902647465,103.859060359055,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
