id,organisation_name,channel_name,address,block_number,street_name,building_name,postcode,latitude,longitude,operating_hours,contact,website,categories_accepted,type,remarks,channel_of_reuse,
427,ALBA E-waste Smart Recycling Pte Ltd,ITE College East,"10 Simei Ave, ITE College East, #B1-14, Admin Building Lobby, Customer Visitor Centre, Singapore 486047",10,Simei Ave,"ITE College East, #B1-14, Admin Building Lobby, Customer Visitor Centre",486047,1.33344756264980,103.955310837048,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
428,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ Eastpoint,"3 Simei St 6, Eastpoint, #05-01, Singapore 528833",3,Simei St 6,"Eastpoint, #05-01",528833,1.34269199750599,103.953050756306,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
429,ALBA E-waste Smart Recycling Pte Ltd,Changi General Hospital,"2 Simei Street 3, Changi General Hospital, B1 Main Building Lobby D, Singapore 529889",2,Simei Street 3,"Changi General Hospital, B1 Main Building Lobby D",529889,1.34069538167717,103.949421189643,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
430,ALBA E-waste Smart Recycling Pte Ltd,Popular Singapore @ Eastpoint Mall,"3 Simei Street 6, Eastpoint Mall, #03-23, Singapore 528833",3,Simei Street 6,"Eastpoint Mall, #03-23",528833,1.34269199750599,103.953050756306,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
431,ALBA E-waste Smart Recycling Pte Ltd,Courts @ Eastpoint Mall,"3 Simei Street 6, Eastpoint Mall, #04-07, Main Entrance, Singapore 528833",3,Simei Street 6,"Eastpoint Mall, #04-07, Main Entrance",528833,1.34269199750599,103.953050756306,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
432,ALBA E-waste Smart Recycling Pte Ltd,Challenger @ Eastpoint Mall,"3 Simei Street 6, Eastpoint Mall, #B1-08, In-Store, Singapore 528833",3,Simei Street 6,"Eastpoint Mall, #B1-08, In-Store",528833,1.34269199750599,103.953050756306,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
433,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ Square 2,"10 Sinaran Dr, Square 2, #04-46/47/48/49 , Singapore 307506",10,Sinaran Dr,"Square 2, #04-46/47/48/49",307506,1.32044103104797,103.844192628979,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
434,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ 111 Somerset Rd,"111 Somerset Rd, #01-21 to 30, Singapore 238164",111,Somerset Rd,"111 Somerset Rd, #01-21 to 30",238164,1.30028677552650,103.837420249281,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
435,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ Woodlands Civic Centre,"900 South Woodlands Drive, Woodlands Civic Centre, #B1-01 , Singapore 730900",900,South Woodlands Drive,"Woodlands Civic Centre, #B1-01",730900,1.43499001602245,103.786982122747,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
436,ALBA E-waste Smart Recycling Pte Ltd,Decathlon @ Stadium,"230 Stadium Boulevard, Singapore 397799",230,Stadium Boulevard,Decathlon @ Stadium,397799,1.30426016123523,103.882367769241,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
437,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ Kallang Wave Mall,"1 Stadium Place Level 1 #01-29, Cashier Area, Singapore 397628",1,Stadium Place Level 1 #01-29,Kallang Wave Mall,397628,1.30307157630397,103.873044700613,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
438,ALBA E-waste Smart Recycling Pte Ltd,Mega Discount Store @ Kallang Leisure Park,"5 Stadium Walk, Kallang Leisure Park, #01-46-50, Store Rear Entrance, Singapore 397693",5,Stadium Walk,"Kallang Leisure Park, #01-46-50, Store Rear Entrance",397693,1.30222177381282,103.876152665088,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
439,ALBA E-waste Smart Recycling Pte Ltd,Cold Storage @ Kallang Leisure Park,"5 Stadium Walk, Kallang Leisure Park, #B1-01, Singapore 397693",5,Stadium Walk,"Kallang Leisure Park, #B1-01",397693,1.30222177381282,103.876152665088,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
440,ALBA E-waste Smart Recycling Pte Ltd,Cold Storage @ Raffles City Shopping Centre,"1 Stamford Road, Raffles City Shopping Centre, #B1-01 , Singapore 179103",1,Stamford Road,"Raffles City Shopping Centre, #B1-01",179103,1.29376028134073,103.852768324281,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
441,ALBA E-waste Smart Recycling Pte Ltd,Cold Storage @ Marina One,"5 Straits View, #B2-15, Singapore 18935",5,Straits View,"Marina One, #B2-15",18935,1.29916295967817,103.857859536947,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
442,ALBA E-waste Smart Recycling Pte Ltd,Giant @ NTU Canteen 2,"35 Students Walk, #01-01, Singapore 539548",35,Students Walk,"NTU Canteen 2, #01-01",539548,1.35568905948457,103.881343003096,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
443,ALBA E-waste Smart Recycling Pte Ltd,Punggol Parc Terrace RN,"312B Sumang Link, #01-171, Singapore 823312",312B,Sumang Link,"312B Sumang Link, #01-171",823312,1.41090728064356,103.901186089898,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
444,ALBA E-waste Smart Recycling Pte Ltd,Gain City @ Gain City Megastore @ Sungei Kadut,"71 Sungei Kadut Drive, Gain City Megastore @ Sungei Kadut, Level 1 Lift Lobby, Singapore 729577",71,Sungei Kadut Drive,"Gain City Megastore @ Sungei Kadut, Level 1 Lift Lobby",729577,1.41286386490552,103.746015735265,Store/building operating hours,31051608,https://alba-ewaste.sg,"ICT equipment, Portable batteries, Lamps",Spoilt beyond repair,"printers, computers, laptops, tablets, desktop monitors, servers, routers, modems, wireless access points, set-top boxes, switches, network hubs, mobile telephones, alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
445,ALBA E-waste Smart Recycling Pte Ltd,Cold Storage @ Clementi Arcade,"41 Sunset Way, #01-01A, Singapore 597071",41,Sunset Way,"41 Sunset Way, #01-01A",597071,1.32325040079253,103.767260053747,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
446,ALBA E-waste Smart Recycling Pte Ltd,Mustafa Centre,"145 Syed Alwi Road, Singapore 207704",145,Syed Alwi Road,Mustafa Centre,207704,1.31053493112425,103.855002052529,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
447,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ 18 Tai Seng St Maple Tree,"18 Tai Seng St Maple Tree 18, #B1-13, Singapore 539775",18,Tai Seng St Maple Tree 18,"18 Tai Seng St Maple Tree, #B1-13",539775,1.33635649748660,103.888715773716,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
448,ALBA E-waste Smart Recycling Pte Ltd,Temasek Polytechhic,"21 Tampines Avenue 1, Temasek Polytechhic, Main Entrance Foyer, Singapore 529757",21,Tampines Avenue 1,"Temasek Polytechhic, Main Entrance Foyer",529757,1.34529172357240,103.934225254191,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
449,ALBA E-waste Smart Recycling Pte Ltd,Tampines Spring RN,"880 Tampines Avenue 8, Tampines Spring RN, Void Deck, Singapore 520880",880,Tampines Avenue 8,"Tampines Spring RN, Void Deck",520880,1.35132608158852,103.931478803668,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
450,ALBA E-waste Smart Recycling Pte Ltd,Sheng Siong @ 602A Tampines,"602A Tampines Avenue 9, #01-01, Main Entrance, Singapore 521602",602A,Tampines Avenue 9,"602A Tampines Avenue 9, #01-01, Main Entrance",521602,1.36113645824177,103.937425593435,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
451,ALBA E-waste Smart Recycling Pte Ltd,Sheng Siong @ 506 Tampines,"506 Tampines Central 1, #01-361, Singapore 520506",506,Tampines Central 1,"506 Tampines Central 1, #01-361",520506,1.35595238706011,103.945937400867,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
452,ALBA E-waste Smart Recycling Pte Ltd,Cash Converters @ 510 Tampines Central 1,"510 Tampines Central 1, Buyer's Office, Singapore 520510",510,Tampines Central 1,Buyer's Office,520510,1.35480107982353,103.944458085324,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
453,ALBA E-waste Smart Recycling Pte Ltd,Challenger @ Tampines 1,"10 Tampines Central 1, Tampines 1, #04-25, In-Store Repair Counter, Singapore 529536",10,Tampines Central 1,"Tampines 1, #04-25, In-Store Repair Counter",529536,1.35432321225804,103.945141172369,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
454,ALBA E-waste Smart Recycling Pte Ltd,Cold Storage @ Tampines 1,"10 Tampines Central 1, #B1-01, Singapore 529536",10,Tampines Central 1,"Tampines 1, #B1-01",529536,1.35432321225804,103.945141172369,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
455,ALBA E-waste Smart Recycling Pte Ltd,Gain City @ Tampines 1,"10 Tampines Central 1, Tampines 1, #B1-09, Main Entrance, Singapore 529536",10,Tampines Central 1,"Tampines 1, #B1-09, Main Entrance",529536,1.35432321225804,103.945141172369,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
456,ALBA E-waste Smart Recycling Pte Ltd,Mr. DIY @ Century Square,"2 Tampines Central 5, Century Sqaure, #04-07 & 04-20/ 21, Singapore 529509",2,Tampines Central 5,"Century Sqaure, #04-07 & 04-20/ 21",529509,1.35236829566862,103.943812302253,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
457,ALBA E-waste Smart Recycling Pte Ltd,Starhub @ Tampines Central,"4 Tampines Central 5, Starhub @ Tampines, #02-27, In-Store, Singapore 529510",4,Tampines Central 5,"StarHub @ Tampines, #02-27, In-Store",529510,1.35259361362837,103.944785968039,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
458,ALBA E-waste Smart Recycling Pte Ltd,Starhub @ Tampines Central,"4 Tampines Central 5, Tampines Central, #02-27, In-Store, Singapore 529510",4,Tampines Central 5,"Tampines Central, #02-27, In-Store",529510,1.35259361362837,103.944785968039,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
459,ALBA E-waste Smart Recycling Pte Ltd,M1 @ Tampines Mall,"4 Tampines Central 5, Tampines Mall, #03-01, Singapore 529510",4,Tampines Central 5,"Tampines Mall, #03-01",529510,1.35259361362837,103.944785968039,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
460,ALBA E-waste Smart Recycling Pte Ltd,Courts @ Tampines Mall,"4 Tampines Central 5, Tampines Mall, #03-16/16A, Singapore 529510",4,Tampines Central 5,"Tampines Mall, #03-16/16A",529510,1.35259361362837,103.944785968039,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
461,ALBA E-waste Smart Recycling Pte Ltd,Popular Singapore @ Tampines Mall,"4 Tampines Central 5, Tampines Mall, #03-17, Singapore 529510",4,Tampines Central 5,"Tampines Mall, #03-17",529510,1.35259361362837,103.944785968039,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
462,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ Tampines Mall,"4 Tampines Central 5, Tampines Mall, #B1-12, Singapore 529510",4,Tampines Central 5,"Tampines Mall, #B1-12",529510,1.35259361362837,103.944785968039,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
463,ALBA E-waste Smart Recycling Pte Ltd,Capitaland Tampines Mall,"4 Tampines Central 5, Customer Service Counter, Singapore 529510",4,Tampines Central 5,"Tampines Mall, Customer Service Counter",529510,1.35259361362837,103.944785968039,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
464,ALBA E-waste Smart Recycling Pte Ltd,Courts @ Courts Megastore,"50 Tampines North Drive 2, Courts Megastore, Level 1 Cashier Area, Singapore 528766",50,Tampines North Drive 2,"Courts Megastore, Level 1 Cashier Area",528766,1.37362336122117,103.933805893357,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
465,ALBA E-waste Smart Recycling Pte Ltd,Giant @ Giant Hypermart Tampines,"21 Tampines North Drive 2, Giant Hypermart Tampines, #03-01, Singapore 528765",21,Tampines North Drive 2,"Giant Hypermart Tampines, #03-01",528765,1.37210169874539,103.931999887543,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
466,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ 107 Tampines St 11,"107 Tampines St 11, #01-353/355/357/359, Singapore 521107",107,Tampines St 11,"107 Tampines St 11, #01-353/355/357/359",521107,1.34832915462114,103.948430663533,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
467,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ 475 Tampines St44,"475 Tampines St 44, #01-145, Singapore 520475",475,Tampines St 44,"475 Tampines St 44, #01-145",520475,1.36032332368955,103.953125965232,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
468,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ 866A Tampines St 83,"866A Tampines St 83, #01-01, Singapore 521866",866A,Tampines St 83,"866A Tampines St 83, #01-01",521866,1.35539306251992,103.934429348334,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
469,ALBA E-waste Smart Recycling Pte Ltd,Tampines Changkat CC,"13 Tampines Street 11, Main Entrance, Singapore 529453",13,Tampines Street 11,"Tampines Changkat CC, Main Entrance",529453,1.34581334986486,103.947687828264,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
470,ALBA E-waste Smart Recycling Pte Ltd,Tampines Changkat Zone 5 RN,"124 Tampines Street 11, Tampines Changkat Zone 5 RC, Void Deck, Singapore 521124",124,Tampines Street 11,"Tampines Changkat Zone 5 RC, Void Deck",521124,1.34518428911075,103.949793325094,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
471,ALBA E-waste Smart Recycling Pte Ltd,Tampines East Zone 3 RN,"232 Tampines Street 21, #01-639, Void Deck, Singapore 521232",232,Tampines Street 21,"232 Tampines Street 21, #01-639, Void Deck",521232,1.35641019271569,103.948701736728,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
472,ALBA E-waste Smart Recycling Pte Ltd,Tampines Changkat Zone 4 RN,"285 Tampines Street 22, Tampines Changkat Zone 4 RC, Void Deck, Singapore 520285",285,Tampines Street 22,"Tampines Changkat Zone 4 RC, Void Deck",520285,1.35001074194263,103.952816059954,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
473,ALBA E-waste Smart Recycling Pte Ltd,Giant @ Tampines Mart,"9 Tampines Street 32, #01-16, Singapore 529286",9,Tampines Street 32,"9 Tampines Street 32, #01-16",529286,1.35436493607477,103.960042189097,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
474,ALBA E-waste Smart Recycling Pte Ltd,Tampines Changkat Zone 8 RN,"364 Tampines Street 34, Tampines Changkat Zone 8 RC, Void Deck, Singapore 520364",364,Tampines Street 34,"Tampines Changkat Zone 8 RC, Void Deck",520364,1.35720282099768,103.960139489830,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
475,ALBA E-waste Smart Recycling Pte Ltd,Tampines North CC,"2 Tampines Street 41, Main Entrance, Singapore 529204",2,Tampines Street 41,"Tampines North CC, Main Entrance",529204,1.35736479273941,103.946602676162,Store/building operating hours,31051608,https://alba-ewaste.sg,Portable batteries,Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger",Recycle (for e-waste),
476,ALBA E-waste Smart Recycling Pte Ltd,Tampines North Zone 3 RC,"430 Tampines Street 41, Tampines North Zone 3 RC, Void Deck, Singapore 520430",430,Tampines Street 41,"Tampines North Zone 3 RC, Void Deck",520430,1.35955258080538,103.950148194163,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
477,ALBA E-waste Smart Recycling Pte Ltd,Tampines Courtview RC,"730 Tampines Street 71, Tampines Courtview RC, Void Deck, Singapore 520730",730,Tampines Street 71,"Tampines Courtview RC, Void Deck",520730,1.35670606456443,103.933499178921,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
478,ALBA E-waste Smart Recycling Pte Ltd,Tampines Greenvale RC,"736 Tampines Street 72, Tampines Greenvale RC, Void Deck, Singapore 520736",736,Tampines Street 72,"Tampines Greenvale RC, Void Deck",520736,1.35904159755470,103.934383357768,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
479,ALBA E-waste Smart Recycling Pte Ltd,Tampines Ville RN,"842 Tampines Street 82, Tampines Ville RN, Void Deck, Singapore 520842",842,Tampines Street 82,"Tampines Ville RN, Void Deck",520842,1.35173850943011,103.935952386296,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
480,ALBA E-waste Smart Recycling Pte Ltd,Sheng Siong @ Tampines St 86 872C,"872C Tampines Street 86, Singapore 523872",872C,Tampines Street 86,,523872,1.35530533818727,103.931659088071,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
481,ALBA E-waste Smart Recycling Pte Ltd,Our Tampines Hub,"1 Tampines Walk, Central Plaza (Library Exit), Singapore 528523",1,Tampines Walk,Central Plaza (Library Exit),528523,1.35330030677679,103.940525443768,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
482,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ Our Tampines Hub,"1 Tampines Walk, Our Tampines Hub, #B1-01, Singapore 528523",1,Tampines Walk,"Our Tampines Hub, #B1-01",528523,1.35330030677679,103.940525443768,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
483,ALBA E-waste Smart Recycling Pte Ltd,Sheng Siong @ 88 Tanglin Halt,"88 Tanglin Halt Road, #01-10 , Singapore 141088",88,Tanglin Halt Road,"88 Tanglin Halt Road, #01-10",141088,1.30186472740700,103.798174301286,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
484,ALBA E-waste Smart Recycling Pte Ltd,Cold Storage @ Tanglin Mall,"163 Tanglin Road, Tanglin Mall, #B1-01, Singapore 247933",163,Tanglin Road,"Tanglin Mall, #B1-01",247933,1.30485342102105,103.823883490852,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
485,ALBA E-waste Smart Recycling Pte Ltd,Mr. DIY @ Kinex,"11 Tanjong Katong Road, Kinex, #03-29 to 34, Singapore 437157",11,Tanjong Katong Road,"Kinex, #03-29 to 34",437157,1.31461849889242,103.894738004496,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
486,ALBA E-waste Smart Recycling Pte Ltd,Fairprice @ Tanjong Pagar Plaza,"1 Tanjong Pagar Plaza, #01-01 , Singapore 82001",1,Tanjong Pagar Plaza,"Tanjong Pagar Plaza, #01-01",82001,-1.00000000000000,-1.000000000000,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
487,ALBA E-waste Smart Recycling Pte Ltd,Sheng Siong @ 61 Teban Gardens Rd,"61 Teban Gardens Rd, #01-21 , Singapore 600061",61,Teban Gardens Rd,"61 Teban Gardens Rd, #01-21",600061,1.32237497031770,103.738412755847,Store/building operating hours,31051608,https://alba-ewaste.sg,"Portable batteries, Lamps",Spoilt beyond repair,"alkaline batteries, rechargeable batteries, power banks, portable charger, light bulbs, long fluorescent tubes",Recycle (for e-waste),
